CategoryID,CategoryName,Description,CustomerID,CompanyName,ContactName,ContactTitle,Address,City,Region,PostalCode,Country,Phone,Fax,EmployeeID,LastName,FirstName,Title,TitleOfCourtesy,BirthDate,HireDate,Address2,City3,Region4,PostalCode5,Country6,HomePhone,Extension,Notes,ReportsTo,OrderID,ProductID,UnitPrice,Quantity,Discount,OrderID7,CustomerID8,EmployeeID9,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,ProductID10,ProductName,SupplierID,CategoryID11,QuantityPerUnit,UnitPrice12,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued,ShipperID,CompanyName13,Phone14,SupplierID15,CompanyName16,ContactName17,ContactTitle18,Address19,City20,Region21,PostalCode22,Country23,Phone24,Fax25,HomePage,Value
3,Confections,"Desserts, candies, and sweet breads",LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,(8) 34-56-12,(8) 34-93-93,1,Davolio,Nancy,Sales Representative,Ms.,12/8/1948 0:00,5/1/1992 0:00,"507 - 20th Ave. E.
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,11039,49,20,60,0,11039,LINOD,1,5/21/1996 0:00,6/18/1996 0:00,,2,65,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,49,Maxilaku,23,3,24 - 50 g pkgs.,20,10,60,15,0,2,United Package,(503) 555-3199,23,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,1200
1,Beverages,"Soft drinks, coffees, teas, beers, and ales",PERIC,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,(5) 552-3745,(5) 545-3745,2,Fuller,Andrew,"Vice President, Sales",Dr.,2/19/1952 0:00,8/14/1992 0:00,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,10502,67,14,30,0,10502,PERIC,2,5/11/1995 0:00,6/8/1995 0:00,5/30/1995 0:00,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,67,Laughing Lumberjack Lager,16,1,24 - 12 oz bottles,14,52,0,10,0,1,Speedy Express,(503) 555-9831,16,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,"3400 - 8th Avenue
Suite 210",Bend,OR,97101,USA,(503) 555-9931,,,420
2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,1,Davolio,Nancy,Sales Representative,Ms.,12/8/1948 0:00,5/1/1992 0:00,"507 - 20th Ave. E.
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,10351,44,15.5,77,0.050000001,10351,ERNSH,1,12/12/1994 0:00,1/9/1995 0:00,12/21/1994 0:00,1,162.33,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,44,Gula Malacca,20,2,20 - 2 kg bags,19.45,27,0,15,0,1,Speedy Express,(503) 555-9831,20,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,1193.5
4,Dairy Products,Cheeses,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M. ,,60528,Germany,069-0245984,069-0245874,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10536,60,34,35,0.25,10536,LEHMS,3,6/14/1995 0:00,7/12/1995 0:00,7/7/1995 0:00,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M. ,,60528,Germany,60,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,2,United Package,(503) 555-3199,28,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B
3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,1190
4,Dairy Products,Cheeses,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,4,Peacock,Margaret,Sales Representative,Mrs.,9/19/1937 0:00,5/3/1993 0:00,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,10847,71,21.5,55,0.200000003,10847,SAVEA,4,2/22/1996 0:00,3/7/1996 0:00,3/12/1996 0:00,3,487.57,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,71,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0,3,Federal Shipping,(503) 555-9931,15,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,1182.5
5,Grains/Cereals,"Breads, crackers, pasta, and cereal",HILAA,HILARIÓN-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,(5) 555-1340,(5) 555-1948,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10796,64,33.25,35,0.200000003,10796,HILAA,3,1/25/1996 0:00,2/22/1996 0:00,2/14/1996 0:00,1,26.52,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,64,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,1,Speedy Express,(503) 555-9831,12,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,1163.75
8,Seafood,Seaweed and fish,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,7,King,Robert,Sales Representative,Mr.,5/29/1960 0:00,1/2/1994 0:00,"Edgeham Hollow
Winchester Way",London,,RG1 9SP,UK,(71) 555-5598,465,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.",5,10678,41,9.65,120,0,10678,SAVEA,7,10/24/1995 0:00,11/21/1995 0:00,11/16/1995 0:00,3,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,41,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,85,0,10,0,3,Federal Shipping,(503) 555-9931,19,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent,"Order Processing Dept.
2100 Paul Revere Blvd.",Boston,MA,02134,USA,(617) 555-3267,(617) 555-3389,,1158
6,Meat/Poultry,Prepared meats,LILAS,LILA-Supermercado,Carlos González,Accounting Manager,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,1,Davolio,Nancy,Sales Representative,Ms.,12/8/1948 0:00,5/1/1992 0:00,"507 - 20th Ave. E.
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,10461,55,19.2,60,0.25,10461,LILAS,1,3/31/1995 0:00,4/28/1995 0:00,4/5/1995 0:00,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,55,Pâté chinois,25,6,24 boxes x 2 pies,24,115,0,20,0,3,Federal Shipping,(503) 555-9931,25,Ma Maison,Jean-Guy Lauzon,Marketing Manager,2960 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-9022,,,1152
1,Beverages,"Soft drinks, coffees, teas, beers, and ales",MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Via Ludovico il Moro 22,Bergamo,,24100,Italy,035-640230,035-640231,2,Fuller,Andrew,"Vice President, Sales",Dr.,2/19/1952 0:00,8/14/1992 0:00,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,10939,67,14,40,0.150000006,10939,MAGAA,2,4/9/1996 0:00,5/7/1996 0:00,4/12/1996 0:00,2,76.33,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,67,Laughing Lumberjack Lager,16,1,24 - 12 oz bottles,14,52,0,10,0,2,United Package,(503) 555-3199,16,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,"3400 - 8th Avenue
Suite 210",Bend,OR,97101,USA,(503) 555-9931,,,560
1,Beverages,"Soft drinks, coffees, teas, beers, and ales",CACTU,Cactus Comidas para llevar,Patricio Simpson,Sales Agent,Cerrito 333,Buenos Aires,,1010,Argentina,(1) 135-5555,(1) 135-4892,8,Callahan,Laura,Inside Sales Coordinator,Ms.,1/9/1958 0:00,3/5/1994 0:00,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,11054,67,14,20,0,11054,CACTU,8,5/28/1996 0:00,6/25/1996 0:00,,1,0.33,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,67,Laughing Lumberjack Lager,16,1,24 - 12 oz bottles,14,52,0,10,0,1,Speedy Express,(503) 555-9831,16,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,"3400 - 8th Avenue
Suite 210",Bend,OR,97101,USA,(503) 555-9931,,,280
1,Beverages,"Soft drinks, coffees, teas, beers, and ales",PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,Geislweg 14,Salzburg,,5020,Austria,6562-9722,6562-9723,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10530,43,46,25,0,10530,PICCO,3,6/8/1995 0:00,7/6/1995 0:00,6/12/1995 0:00,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,43,Ipoh Coffee,20,1,16 - 500 g tins,46,17,10,25,0,2,United Package,(503) 555-3199,20,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,1150
1,Beverages,"Soft drinks, coffees, teas, beers, and ales",BLONP,Blondel père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,,67000,France,88.60.15.31,88.60.15.32,2,Fuller,Andrew,"Vice President, Sales",Dr.,2/19/1952 0:00,8/14/1992 0:00,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,10265,70,12,20,0,10265,BLONP,2,8/25/1994 0:00,9/22/1994 0:00,9/12/1994 0:00,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,70,Outback Lager,7,1,24 - 355 ml bottles,15,15,10,30,0,1,Speedy Express,(503) 555-9831,7,"Pavlova, Ltd.",Ian Devling,Marketing Manager,"74 Rose St.
Moonie Ponds",Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,240
4,Dairy Products,Cheeses,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,1,Davolio,Nancy,Sales Representative,Ms.,12/8/1948 0:00,5/1/1992 0:00,"507 - 20th Ave. E.
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,10968,12,38,30,0,10968,ERNSH,1,4/22/1996 0:00,5/20/1996 0:00,5/1/1996 0:00,3,74.6,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,12,Queso Manchego La Pastora,5,4,10 - 500 g pkgs.,38,86,0,0,0,3,Federal Shipping,(503) 555-9931,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra ,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,1140
5,Grains/Cereals,"Breads, crackers, pasta, and cereal",WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,4,Peacock,Margaret,Sales Representative,Mrs.,9/19/1937 0:00,5/3/1993 0:00,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,10526,56,38,30,0.150000006,10526,WARTH,4,6/5/1995 0:00,7/3/1995 0:00,6/15/1995 0:00,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38,21,10,30,0,2,United Package,(503) 555-3199,26,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator,"Via dei Gelsomini, 153",Salerno,,84100,Italy,(089) 6547665,(089) 6547667,,1140
5,Grains/Cereals,"Breads, crackers, pasta, and cereal",HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10712,56,38,30,0,10712,HUNGO,3,11/21/1995 0:00,12/19/1995 0:00,12/1/1995 0:00,1,89.93,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38,21,10,30,0,1,Speedy Express,(503) 555-9831,26,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator,"Via dei Gelsomini, 153",Salerno,,84100,Italy,(089) 6547665,(089) 6547667,,1140
1,Beverages,"Soft drinks, coffees, teas, beers, and ales",HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,8,Callahan,Laura,Inside Sales Coordinator,Ms.,1/9/1958 0:00,3/5/1994 0:00,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,10380,70,12,30,0,10380,HUNGO,8,1/12/1995 0:00,2/9/1995 0:00,2/16/1995 0:00,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,70,Outback Lager,7,1,24 - 355 ml bottles,15,15,10,30,0,3,Federal Shipping,(503) 555-9931,7,"Pavlova, Ltd.",Ian Devling,Marketing Manager,"74 Rose St.
Moonie Ponds",Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,360
5,Grains/Cereals,"Breads, crackers, pasta, and cereal",BONAP,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,,13008,France,91.24.45.40,91.24.45.41,4,Peacock,Margaret,Sales Representative,Mrs.,9/19/1937 0:00,5/3/1993 0:00,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,10755,56,38,30,0.25,10755,BONAP,4,12/27/1995 0:00,1/24/1996 0:00,12/29/1995 0:00,2,16.71,Bon app',"12, rue des Bouchers",Marseille,,13008,France,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38,21,10,30,0,2,United Package,(503) 555-3199,26,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator,"Via dei Gelsomini, 153",Salerno,,84100,Italy,(089) 6547665,(089) 6547667,,1140
5,Grains/Cereals,"Breads, crackers, pasta, and cereal",RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10820,56,38,30,0,10820,RATTC,3,2/7/1996 0:00,3/6/1996 0:00,2/13/1996 0:00,2,37.52,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,56,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38,21,10,30,0,2,United Package,(503) 555-3199,26,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator,"Via dei Gelsomini, 153",Salerno,,84100,Italy,(089) 6547665,(089) 6547667,,1140
8,Seafood,Seaweed and fish,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,90 Wadhurst Rd.,London,,OX15 4NB,UK,(171) 555-1717,(171) 555-5646,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10547,36,19,60,0,10547,SEVES,3,6/23/1995 0:00,7/21/1995 0:00,7/3/1995 0:00,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,36,Inlagd Sill,17,8,24 - 250 g  jars,19,112,0,20,0,2,United Package,(503) 555-3199,17,Svensk Sjöföda AB,Michael Björn,Sales Representative,Brovallavägen 231,Stockholm,,S-123 45,Sweden,08-123 45 67,,,1140
1,Beverages,"Soft drinks, coffees, teas, beers, and ales",HILAA,HILARIÓN-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,(5) 555-1340,(5) 555-1948,8,Callahan,Laura,Inside Sales Coordinator,Ms.,1/9/1958 0:00,3/5/1994 0:00,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,10476,70,12,12,0,10476,HILAA,8,4/17/1995 0:00,5/15/1995 0:00,4/24/1995 0:00,3,4.41,HILARIÓN-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,70,Outback Lager,7,1,24 - 355 ml bottles,15,15,10,30,0,3,Federal Shipping,(503) 555-9931,7,"Pavlova, Ltd.",Ian Devling,Marketing Manager,"74 Rose St.
Moonie Ponds",Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,144
8,Seafood,Seaweed and fish,BLONP,Blondel père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,,67000,France,88.60.15.31,88.60.15.32,9,Dodsworth,Anne,Sales Representative,Ms.,1/27/1966 0:00,11/15/1994 0:00,7 Houndstooth Rd.,London,,WG2 7LT,UK,(71) 555-4444,452,Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.,5,10566,18,62.5,18,0.150000006,10566,BLONP,9,7/13/1995 0:00,8/10/1995 0:00,7/19/1995 0:00,1,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,18,Carnarvon Tigers,7,8,16 kg pkg.,62.5,42,0,0,0,1,Speedy Express,(503) 555-9831,7,"Pavlova, Ltd.",Ian Devling,Marketing Manager,"74 Rose St.
Moonie Ponds",Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,1125
6,Meat/Poultry,Prepared meats,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,3,Leverling,Janet,Sales Representative,Ms.,8/30/1963 0:00,4/1/1992 0:00,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,10346,17,31.2,36,0.100000001,10346,RATTC,3,12/6/1994 0:00,1/17/1995 0:00,12/9/1994 0:00,3,142.08,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,17,Alice Mutton,7,6,20 - 1 kg tins,39,0,0,0,1,3,Federal Shipping,(503) 555-9931,7,"Pavlova, Ltd.",Ian Devling,Marketing Manager,"74 Rose St.
Moonie Ponds",Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,1123.2
8,Seafood,Seaweed and fish,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,90 Wadhurst Rd.,London,,OX15 4NB,UK,(171) 555-1717,(171) 555-5646,6,Suyama,Michael,Sales Representative,Mr.,7/2/1963 0:00,10/17/1993 0:00,"Coventry House
Miner Rd.",London,,EC2 7JR,UK,(71) 555-7773,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,10804,10,31,36,0,10804,SEVES,6,1/30/1996 0:00,2/27/1996 0:00,2/7/1996 0:00,2,27.33,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,10,Ikura,4,8,12 - 200 ml jars,31,31,0,0,0,2,United Package,(503) 555-3199,4,Tokyo Traders,Yoshi Nagase,Marketing Manager,"9-8 Sekimai
Musashino-shi",Tokyo,,100,Japan,(03) 3555-5011,,,1116
4,Dairy Products,Cheeses,KOENE,Königlich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,,14776,Germany,0555-09876,,1,Davolio,Nancy,Sales Representative,Ms.,12/8/1948 0:00,5/1/1992 0:00,"507 - 20th Ave. E.
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,10325,72,27.8,40,0,10325,KOENE,1,11/9/1994 0:00,11/23/1994 0:00,11/14/1994 0:00,3,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,72,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0,3,Federal Shipping,(503) 555-9931,14,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,1112
4,Dairy Products,Cheeses,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,"2, rue du Commerce",Lyon,,69004,France,78.32.54.86,78.32.54.87,4,Peacock,Margaret,Sales Representative,Mrs.,9/19/1937 0:00,5/3/1993 0:00,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,10459,72,27.8,40,0,10459,VICTE,4,3/30/1995 0:00,4/27/1995 0:00,3/31/1995 0:00,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,72,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0,2,United Package,(503) 555-3199,14,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative,"Viale Dante, 75",Ravenna,,48100,Italy,(0544) 60323,(0544) 60603,#FORMAGGI.HTM#,1112
2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",ERNSH,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,1,Davolio,Nancy,Sales Representative,Ms.,12/8/1948 0:00,5/1/1992 0:00,"507 - 20th Ave. E.
Apt. 2A",Seattle,WA,98122,USA,(206) 555-9857,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,10258,5,17,65,0.200000003,10258,ERNSH,1,8/17/1994 0:00,9/14/1994 0:00,8/23/1994 0:00,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,5,Chef Anton's Gumbo Mix,2,2,36 boxes,21.35,0,0,0,1,1,Speedy Express,(503) 555-9831,2,New Orleans Cajun Delights,Shelley Burke,Order Administrator,P.O. Box 78934,New Orleans,LA,70117,USA,(100) 555-4822,,#CAJUN.HTM#,1105
